"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tgfbi3",4.75012534955373e-44,2.52300311780881,0.661,0.095,1.19365899908936e-39,"12","Tgfbi"
"Gmfg5",6.63280421385753e-44,2.06304830960394,0.774,0.173,1.66675737090026e-39,"12","Gmfg"
"Cd525",3.19930779184406e-43,1.73525466511119,0.99,0.295,8.03954055012495e-39,"12","Cd52"
"Itgam3",3.48361762983561e-43,2.78073507534884,0.665,0.091,8.7539827420139e-39,"12","Itgam"
"Cx3cr11",5.27217607978897e-43,2.29646752344341,0.718,0.081,1.32484512709017e-38,"12","Cx3cr1"
"Rap1a4",1.12952651697552e-42,2.05227967272213,0.83,0.393,2.83838718450779e-38,"12","Rap1a"
"Cdkn1a2",2.98823943262876e-42,1.74638901748086,0.72,0.325,7.50914687025281e-38,"12","Cdkn1a"
"Metrnl2",3.66522720844521e-42,3.07635189946497,0.64,0.129,9.21034945210197e-38,"12","Metrnl"
"F13a1",4.29328521258953e-42,5.03790490628657,0.558,0.021,1.07885964107162e-37,"12","F13a1"
"Zfp36l26",4.42973496770141e-42,2.04964006646558,0.788,0.272,1.11314810003369e-37,"12","Zfp36l2"
"Cdc425",5.44370277172786e-42,1.20857530074937,0.956,0.755,1.36794806950749e-37,"12","Cdc42"
"Nfil31",5.91742172931455e-42,3.00770838819871,0.552,0.103,1.48698890635945e-37,"12","Nfil3"
"Cd682",9.38163947828188e-42,2.6010023586655,0.66,0.094,2.35751218449745e-37,"12","Cd68"
"Csf2ra3",9.44534757992878e-42,2.74091651602871,0.596,0.095,2.3735213933603e-37,"12","Csf2ra"
"Myo1g1",1.15155591574109e-41,3.80288441601603,0.508,0.047,2.89374486066577e-37,"12","Myo1g"
"Rps116",1.47775901306556e-41,1.06060467967167,1,0.977,3.71346062393245e-37,"12","Rps11"
"Apoc2",2.55462684267969e-41,5.63072201269643,0.497,0.019,6.41952179296978e-37,"12","Apoc2"
"Hck3",3.00013001340639e-41,2.96572037876583,0.615,0.084,7.53902671068892e-37,"12","Hck"
"Ptpn64",3.14272362254108e-41,2.23413879009775,0.734,0.178,7.89735019108348e-37,"12","Ptpn6"
"Fn11",6.10143604356648e-41,3.78632098440718,0.555,0.061,1.53322986338782e-36,"12","Fn1"
"Tgfb15",6.42511074919465e-41,2.70483052689628,0.728,0.159,1.61456608016512e-36,"12","Tgfb1"
"Psmb85",7.14113568406216e-41,1.54884372859069,0.818,0.26,1.79449598604798e-36,"12","Psmb8"
"Glud13",9.48870700963017e-41,2.27000454391407,0.801,0.328,2.38441718444996e-36,"12","Glud1"
"Stk102",1.08459541412413e-40,3.60678365985854,0.603,0.084,2.72547981615253e-36,"12","Stk10"
"Bin23",1.15951011645247e-40,3.11942318678206,0.557,0.075,2.91373297163342e-36,"12","Bin2"
"Mcl14",1.48608594635352e-40,1.53818268181906,0.941,0.498,3.73438537459175e-36,"12","Mcl1"
"Ms4a6b3",2.02124393813701e-40,2.61778608968843,0.646,0.092,5.07918389214449e-36,"12","Ms4a6b"
"Ctsz2",4.26935821325912e-40,1.66617843489456,0.806,0.247,1.07284702540988e-35,"12","Ctsz"
"Ptpn185",7.19818899448109e-40,1.71293985058628,0.805,0.267,1.80883291242315e-35,"12","Ptpn18"
"Rps27a6",1.73487491615413e-39,1.02331703402837,1,0.993,4.35956717680372e-35,"12","Rps27a"
"Ptpn15",2.03771950030139e-39,1.8995583542727,0.778,0.366,5.12058533230735e-35,"12","Ptpn1"
"Pim14",3.47817303881881e-39,1.77941701231262,0.831,0.309,8.74030102924778e-35,"12","Pim1"
"Sem12",5.38361505291959e-39,1.09350577914401,0.978,0.877,1.35284862664816e-34,"12","Sem1"
"Btg15",7.25609714934343e-39,1.4452522818469,0.961,0.652,1.82338465265851e-34,"12","Btg1"
"Arpc55",8.33911350255583e-39,1.69268706433276,0.878,0.423,2.09553583205725e-34,"12","Arpc5"
"Cd535",1.05362370493111e-38,2.14411570276819,0.698,0.15,2.64765100812138e-34,"12","Cd53"
"Snx203",1.09284101874523e-38,2.40966030488261,0.609,0.106,2.7462001960049e-34,"12","Snx20"
"Capza22",1.1072481400671e-38,1.65903810713597,0.858,0.472,2.78240385117461e-34,"12","Capza2"
"Add34",1.48361369408415e-38,2.49733440832237,0.67,0.169,3.72817285186405e-34,"12","Add3"
"Rnase61",2.14773069606306e-38,3.14609460591008,0.597,0.061,5.39703246613686e-34,"12","Rnase6"
"Plek3",6.63103649517975e-38,2.00872487400345,0.777,0.18,1.66631316087372e-33,"12","Plek"
"Myo1f3",7.30081231455705e-38,3.17876376637675,0.556,0.068,1.83462112652504e-33,"12","Myo1f"
"Slfn24",1.25854273534407e-37,2.14838938666345,0.752,0.177,3.16259203964612e-33,"12","Slfn2"
"Ifi2042",1.71868245592176e-37,2.58060269574862,0.572,0.073,4.31887714348579e-33,"12","Ifi204"
"Hp2",2.13825137225013e-37,2.48139783400241,0.642,0.089,5.37321187332736e-33,"12","Hp"
"Lrp14",4.11137176470477e-37,2.43049745935627,0.629,0.111,1.03314661075266e-32,"12","Lrp1"
"Plaur2",7.20322722235869e-37,3.11062519269318,0.572,0.072,1.81009896870652e-32,"12","Plaur"
"Rps96",8.26536839558781e-37,1.00477857261833,1,0.987,2.07700442412726e-32,"12","Rps9"
"Ifi303",9.91671431025149e-37,1.98211658763492,0.705,0.174,2.4919711390231e-32,"12","Ifi30"
"Klra2",1.14788145922454e-36,4.28799153035432,0.458,0.026,2.88451131888535e-32,"12","Klra2"
"Serf26",1.30113534817961e-36,1.09954375275353,0.994,0.893,3.26962301644054e-32,"12","Serf2"
"S100a65",1.83474058267154e-36,1.19505222203452,0.953,0.395,4.61051961019531e-32,"12","S100a6"
"Nrros2",2.25029254893786e-36,3.03537770587087,0.508,0.069,5.65476014622595e-32,"12","Nrros"
"Iqgap14",2.26372320802519e-36,1.29620213218743,0.913,0.631,5.68851004944649e-32,"12","Iqgap1"
"Mrpl331",2.54278188228315e-36,1.77280658653892,0.827,0.473,6.38975659198933e-32,"12","Mrpl33"
"Ostf15",3.02721287843469e-36,1.49301614728139,0.787,0.351,7.60708324221854e-32,"12","Ostf1"
"Ptpre4",3.47123190931611e-36,2.57615659977389,0.651,0.137,8.72285866492046e-32,"12","Ptpre"
"Il17ra2",1.08096286958379e-35,3.29317837891234,0.603,0.084,2.71635159497711e-31,"12","Il17ra"
"Fcgr33",1.30176933325671e-35,2.21388920057546,0.57,0.097,3.27121615754079e-31,"12","Fcgr3"
"BC0285282",1.51594327103348e-35,2.85581663124969,0.497,0.07,3.80941384578003e-31,"12","BC028528"
"Klf46",1.6132066757585e-35,1.52800193922697,0.767,0.271,4.05382705551354e-31,"12","Klf4"
"Pfn15",1.62656341282704e-35,1.2242278017505,0.993,0.809,4.08739120009307e-31,"12","Pfn1"
"H2-K16",2.06083859621252e-35,1.11575676770152,0.953,0.513,5.17868130842244e-31,"12","H2-K1"
"Pid13",2.32128562421519e-35,2.95836519139018,0.551,0.082,5.83315864509034e-31,"12","Pid1"
"Arpc36",2.3730713297127e-35,1.18157529761083,0.945,0.714,5.96329094443505e-31,"12","Arpc3"
"Capzb4",2.6616037916286e-35,1.60655022163811,0.841,0.469,6.68834416798351e-31,"12","Capzb"
"Ikbkb1",3.66183390113554e-35,2.37937593009538,0.633,0.188,9.20182241016349e-31,"12","Ikbkb"
"Irf52",3.88483064886047e-35,3.23459726424927,0.561,0.065,9.76219093752147e-31,"12","Irf5"
"Tpt17",4.59754614758216e-35,0.760243157983956,1,0.999,1.15531737142592e-30,"12","Tpt1"
"Ctsc2",5.52733290757478e-35,1.8138332497725,0.72,0.167,1.38896348634447e-30,"12","Ctsc"
"Stk17b4",6.22214629740924e-35,1.94441995848043,0.775,0.199,1.56356314307597e-30,"12","Stk17b"
"Igsf63",2.21049981338709e-34,3.01919172987485,0.586,0.071,5.55476498106042e-30,"12","Igsf6"
"Pitpna3",3.03260838980312e-34,1.69607616420288,0.805,0.437,7.62064162273626e-30,"12","Pitpna"
"Rac15",4.21712523667987e-34,1.49259386677889,0.785,0.399,1.05972140072528e-29,"12","Rac1"
"Tnfrsf1a5",4.36130693640124e-34,2.28337666983196,0.571,0.142,1.09595282004827e-29,"12","Tnfrsf1a"
"Mapkapk22",4.82117812546104e-34,2.58377727109943,0.582,0.136,1.2115138511471e-29,"12","Mapkapk2"
"Cd483",6.29898330598988e-34,2.49320720792349,0.57,0.1,1.5828715149622e-29,"12","Cd48"
"Fam49a1",6.71248375975301e-34,3.98462145555167,0.475,0.043,1.68678004398833e-29,"12","Fam49a"
"Ifi2072",7.64399210643303e-34,2.61485408131523,0.602,0.079,1.92085877642556e-29,"12","Ifi207"
"Epsti13",9.76144230094872e-34,2.02857588400607,0.586,0.116,2.4529528358054e-29,"12","Epsti1"
"Pirb3",9.9663905043732e-34,2.96525588010419,0.584,0.073,2.50445426984394e-29,"12","Pirb"
"Cotl15",1.15620869418593e-33,1.51334954526075,0.786,0.324,2.90543682761982e-29,"12","Cotl1"
"Chil31",1.35469369803426e-33,3.14727898229163,0.465,0.028,3.4042097937903e-29,"12","Chil3"
"Cfl16",3.77522458282383e-33,0.973859546478102,0.973,0.836,9.48676185417799e-29,"12","Cfl1"
"Tspo5",4.15838148273929e-33,1.21836114260036,0.741,0.382,1.04495968279756e-28,"12","Tspo"
"Gnb26",4.72105812113417e-33,1.43758784163833,0.84,0.417,1.18635469525981e-28,"12","Gnb2"
"Rhoa5",5.03614446399432e-33,1.23793599493052,0.929,0.718,1.26553274235713e-28,"12","Rhoa"
"Cd300c23",5.50194586317142e-33,2.59319534823128,0.592,0.092,1.38258397595635e-28,"12","Cd300c2"
"Ppp2r5a4",5.69929755350437e-33,2.11761801991142,0.632,0.196,1.43217648222011e-28,"12","Ppp2r5a"
"Dock25",6.6839320482427e-33,2.31854918495362,0.595,0.117,1.67960528440291e-28,"12","Dock2"
"Ace",8.18968822082324e-33,5.53963293788207,0.385,0.02,2.05798675301067e-28,"12","Ace"
"Rpl185",1.05493074449756e-32,0.782012018331478,1,0.963,2.65093546784791e-28,"12","Rpl18"
"Lcp15",1.06584235709433e-32,1.62302078848965,0.865,0.277,2.67835525914235e-28,"12","Lcp1"
"Cmtm75",1.16403099065103e-32,1.87312124786553,0.635,0.178,2.92509347640698e-28,"12","Cmtm7"
"Tpm35",1.19842432217481e-32,1.18986327015718,0.824,0.486,3.01152047919309e-28,"12","Tpm3"
"Fmnl13",1.70040108993411e-32,2.91223597981548,0.522,0.078,4.27293789889543e-28,"12","Fmnl1"
"Rplp04",1.72690588199125e-32,1.02322549841175,0.999,0.889,4.33954179085582e-28,"12","Rplp0"
"Anxa26",1.9343866713563e-32,1.56294849200801,0.804,0.314,4.86092026645126e-28,"12","Anxa2"
"Rpl35a7",2.93617438035146e-32,0.979247247082866,1,0.952,7.37831260038519e-28,"12","Rpl35a"
"Pabpc16",3.05042870798363e-32,1.09055866240004,0.944,0.723,7.66542230029206e-28,"12","Pabpc1"
"Lilrb4a3",3.0537656992594e-32,2.32264081259768,0.649,0.113,7.67380782566895e-28,"12","Lilrb4a"
"Spn1",4.78116316755229e-32,3.94021877832543,0.422,0.044,1.20145849237421e-27,"12","Spn"
"Arhgap305",8.85271590663731e-32,2.35211461683902,0.621,0.124,2.22459898017889e-27,"12","Arhgap30"
"Mcemp12",1.20234589539624e-31,2.68008982764554,0.508,0.053,3.0213750005412e-27,"12","Mcemp1"
"Thbs13",1.41783347858516e-31,2.9474050586025,0.523,0.111,3.56287374833664e-27,"12","Thbs1"
"Fam111a2",1.57664449889061e-31,2.64436878016246,0.547,0.093,3.96194996126222e-27,"12","Fam111a"
"Slfn53",3.04141590571186e-31,2.16558661539703,0.581,0.111,7.64277402946332e-27,"12","Slfn5"
"Psma71",3.07283649234851e-31,0.980639832036067,0.915,0.798,7.72173082162256e-27,"12","Psma7"
"Efhd24",8.58096050816305e-31,1.65420006496725,0.635,0.202,2.15630956609629e-26,"12","Efhd2"
"Rassf45",9.23844816893947e-31,2.30526412211749,0.653,0.216,2.3215296403728e-26,"12","Rassf4"
"Ly863",1.08930024113329e-30,1.84206781529796,0.701,0.133,2.73730257594384e-26,"12","Ly86"
"Ear2",1.18435831328398e-30,5.98724896656894,0.361,0.011,2.97617400545132e-26,"12","Ear2"
"Rasgrp21",1.44499775084772e-30,2.69793295221845,0.45,0.067,3.63113484810522e-26,"12","Rasgrp2"
"Rac24",1.45044520350469e-30,1.25997582758453,0.72,0.192,3.64482375188695e-26,"12","Rac2"
"Gpr351",1.55284580148461e-30,4.03142031114865,0.379,0.024,3.90214621455068e-26,"12","Gpr35"
"Clec12a3",1.79411112333067e-30,2.41789404890214,0.549,0.09,4.50842184181763e-26,"12","Clec12a"
"Tm6sf12",2.57683403873405e-30,2.51046318416963,0.511,0.098,6.4753262559348e-26,"12","Tm6sf1"
"Ctsh2",3.02896986820692e-30,1.78246169000629,0.757,0.225,7.61149838181718e-26,"12","Ctsh"
"Gda1",3.82109299259778e-30,2.49043233231903,0.603,0.149,9.60202458109895e-26,"12","Gda"
"Abracl4",3.87651196283927e-30,1.55461327626829,0.657,0.256,9.74128691141881e-26,"12","Abracl"
"Ctsb3",4.93184921728887e-30,1.15206210695139,0.906,0.645,1.23932438981252e-25,"12","Ctsb"
"Sirpa3",5.53036117443489e-30,2.52194859676199,0.581,0.103,1.38972445952374e-25,"12","Sirpa"
"Ap1s22",6.46148425415706e-30,2.96887389356076,0.566,0.099,1.62370637822713e-25,"12","Ap1s2"
"Ncf43",7.98685286936334e-30,2.47129583009139,0.557,0.093,2.00701625754231e-25,"12","Ncf4"
"Rack15",1.13048257069261e-29,0.93773404794479,0.998,0.905,2.84078965189345e-25,"12","Rack1"
"Zyx3",1.41457307987966e-29,2.29732813612259,0.613,0.139,3.5546806924296e-25,"12","Zyx"
"Cbfa2t32",1.6271067068984e-29,2.31844313893144,0.429,0.108,4.08875644376499e-25,"12","Cbfa2t3"
"Rps237",2.51879345573216e-29,0.76251617643876,1,0.983,6.32947607490935e-25,"12","Rps23"
"Akap135",3.50246859467338e-29,1.60148768949405,0.75,0.356,8.80135333155474e-25,"12","Akap13"
"Adssl1",4.6117670198883e-29,3.43331758230736,0.417,0.048,1.15889093442773e-24,"12","Adssl1"
"Rpl347",5.11190863900612e-29,0.876926700282847,1,0.981,1.28457152189585e-24,"12","Rpl34"
"Adgre4",7.02876073385168e-29,6.76630569111807,0.385,0.006,1.76625728480959e-24,"12","Adgre4"
"Syk3",9.5075378479054e-29,2.30800480141366,0.513,0.089,2.38914918580015e-24,"12","Syk"
"C3",1.10198975733304e-28,3.14011653955023,0.462,0.056,2.7691900612022e-24,"12","C3"
"Otulinl2",1.15995847398008e-28,2.27667805804357,0.491,0.102,2.91485964926453e-24,"12","Otulinl"
"Hcls15",1.58743008256166e-28,2.04356323537307,0.592,0.134,3.9890530544692e-24,"12","Hcls1"
"Filip1l3",2.18191798006947e-28,2.1014925881362,0.563,0.128,5.48294169211657e-24,"12","Filip1l"
"AB1246112",2.18596172140449e-28,2.74166297760526,0.447,0.063,5.49310320971733e-24,"12","AB124611"
"Plekho23",5.30509293165872e-28,2.47896475109914,0.484,0.09,1.33311680279652e-23,"12","Plekho2"
"Tpd523",6.72958035450606e-28,1.59384271115914,0.83,0.456,1.69107624728383e-23,"12","Tpd52"
"Rhog4",6.83815251740425e-28,2.00805505278439,0.568,0.153,1.71835934609851e-23,"12","Rhog"
"Rpl18a6",7.15674939579703e-28,0.733823337673326,1,0.976,1.79841955566984e-23,"12","Rpl18a"
"Nme27",8.57725611315043e-28,1.23259796022473,0.888,0.485,2.15537868867357e-23,"12","Nme2"
"Selplg4",1.00800592834231e-27,1.77329517028229,0.563,0.122,2.53301809733139e-23,"12","Selplg"
"Rara",1.19417634431192e-27,2.72389521783391,0.435,0.084,3.00084573562142e-23,"12","Rara"
"Diaph13",1.22064956328974e-27,1.86883689640704,0.684,0.283,3.06737028759078e-23,"12","Diaph1"
"Trim251",1.32139531371924e-27,2.32635657006458,0.506,0.13,3.32053428384509e-23,"12","Trim25"
"Unc93b13",1.78470914978777e-27,1.75702077563268,0.691,0.181,4.48479562250169e-23,"12","Unc93b1"
"Zbp12",2.28753515449035e-27,1.87068235027975,0.42,0.078,5.7483470897188e-23,"12","Zbp1"
"Gm21188",2.76377997105053e-27,4.59043203006062,0.395,0.02,6.94510268925289e-23,"12","Gm21188"
"Pycard4",2.88979500473529e-27,1.91286079810101,0.611,0.201,7.2617658673993e-23,"12","Pycard"
"Evi2a2",3.39599007066564e-27,2.52878695155015,0.549,0.09,8.5337834485757e-23,"12","Evi2a"
"Rps147",3.49259383513663e-27,0.781033686134268,1,0.992,8.77653904831484e-23,"12","Rps14"
"Gng102",3.61613039144962e-27,1.53217319229005,0.531,0.216,9.08697406067376e-23,"12","Gng10"
"Dbi3",4.13863931569146e-27,1.17944921880118,0.781,0.374,1.03999867364011e-22,"12","Dbi"
"Aprt5",6.84278865613078e-27,1.88609505833185,0.6,0.25,1.7195243613991e-22,"12","Aprt"
"Rps167",7.83117199895865e-27,0.803156887728742,1,0.976,1.96789521161832e-22,"12","Rps16"
"Il10ra2",9.18461196633494e-27,2.64337482380551,0.4,0.062,2.30800114102031e-22,"12","Il10ra"
"Mob1a3",9.8710729909435e-27,1.86573224611961,0.603,0.22,2.48050193189419e-22,"12","Mob1a"
"Tpm45",1.48026656460417e-26,1.3803661964017,0.701,0.296,3.71976185019381e-22,"12","Tpm4"
"Xdh3",1.54240864715779e-26,2.34153627198107,0.44,0.096,3.87591868944282e-22,"12","Xdh"
"Rasa31",1.55434114897828e-26,2.81168847076627,0.468,0.072,3.90590387326752e-22,"12","Rasa3"
"Rpl36al4",1.58770298146963e-26,0.965025431405208,0.966,0.834,3.98973882213504e-22,"12","Rpl36al"
"Rps196",1.59776009293344e-26,0.664425344022594,1,0.957,4.01501133753243e-22,"12","Rps19"
"Rps15a6",1.6187109312038e-26,0.688200002678267,1,0.962,4.06765869902203e-22,"12","Rps15a"
"Fosl25",1.75778883781284e-26,2.14463731170736,0.614,0.166,4.41714757053988e-22,"12","Fosl2"
"Fermt34",1.98977864992097e-26,2.29383442193665,0.566,0.116,5.00011476938641e-22,"12","Fermt3"
"Actr24",2.17207490182884e-26,1.35640209803582,0.763,0.416,5.4582070208057e-22,"12","Actr2"
"Rel4",2.22827434440401e-26,2.21223635826558,0.69,0.185,5.59943060005284e-22,"12","Rel"
"Bach12",2.3267284595657e-26,2.39297826511689,0.551,0.141,5.84683594604264e-22,"12","Bach1"
"Skap23",2.37865666984671e-26,1.58249397504307,0.56,0.205,5.9773263456578e-22,"12","Skap2"
"Stap12",2.4562038350021e-26,1.47671699065417,0.636,0.139,6.17219461697678e-22,"12","Stap1"
"Gng55",2.61574473431337e-26,0.915859049836242,0.94,0.64,6.57310494285608e-22,"12","Gng5"
"Itgb72",3.30012673548662e-26,2.91025169872226,0.394,0.049,8.29288847360434e-22,"12","Itgb7"
"Prr133",3.3461372189691e-26,1.81121437887351,0.697,0.331,8.40850821754746e-22,"12","Prr13"
"Kdm7a2",3.38290180308573e-26,1.89837872963235,0.613,0.227,8.50089394097412e-22,"12","Kdm7a"
"Lgals14",7.88650421559851e-26,1.17027371193341,0.579,0.166,1.98179964433775e-21,"12","Lgals1"
"Il6ra2",8.7194655221203e-26,3.24432855642277,0.547,0.07,2.19111449105361e-21,"12","Il6ra"
"Creg13",1.35916625602198e-25,1.52883000519791,0.637,0.262,3.41544888475763e-21,"12","Creg1"
"Pip4k2a2",2.09087523513215e-25,2.02842239905415,0.553,0.189,5.25416037836359e-21,"12","Pip4k2a"
"Rnf1303",2.91842235327113e-25,1.71461940378872,0.654,0.266,7.33370353153502e-21,"12","Rnf130"
"9930111J21Rik25",3.09237600551886e-25,1.99339503374053,0.541,0.124,7.77083166426833e-21,"12","9930111J21Rik2"
"Lcp24",3.92702173037716e-25,2.89466262112693,0.489,0.07,9.86821290626476e-21,"12","Lcp2"
"Nadk2",5.01583487959185e-25,2.29770734997252,0.617,0.209,1.26042914689264e-20,"12","Nadk"
"Rplp26",6.68507241287473e-25,0.730291758079948,1,0.971,1.67989184663129e-20,"12","Rplp2"
"AI839979",6.69697546924589e-25,4.68254054468944,0.332,0.017,1.6828829656668e-20,"12","AI839979"
"Atp6v0e6",6.82198200693752e-25,1.21452734534442,0.769,0.412,1.71429585852333e-20,"12","Atp6v0e"
"Rpl196",7.00471333903619e-25,0.659953495184279,1,0.99,1.7602144149664e-20,"12","Rpl19"
"Ccdc122",1.11666537889734e-24,1.5606271629587,0.704,0.348,2.80606843063113e-20,"12","Ccdc12"
"Rps296",1.18715722512534e-24,0.837491968306229,1,0.994,2.98320739101748e-20,"12","Rps29"
"Grk25",1.46990994962666e-24,1.92417135886073,0.572,0.158,3.69373671241684e-20,"12","Grk2"
"Rpl275",1.64837870236886e-24,0.613641939200205,0.998,0.968,4.14221084118271e-20,"12","Rpl27"
"Rpsa4",2.28174902368223e-24,0.703217635402329,1,0.979,5.73380712161108e-20,"12","Rpsa"
"Rps37",2.37165604656595e-24,0.563285647111607,0.999,0.971,5.95973447941556e-20,"12","Rps3"
"Rpl246",2.823087297509e-24,0.56584459844571,0.999,0.989,7.09413606991038e-20,"12","Rpl24"
"Mbp",3.09306887235962e-24,2.12063062350204,0.419,0.092,7.77257276935248e-20,"12","Mbp"
"Acer31",3.22730899182087e-24,2.62963806042179,0.466,0.1,8.10990476554667e-20,"12","Acer3"
"Tkt3",3.69500235321437e-24,1.35429006657956,0.724,0.346,9.28517141339238e-20,"12","Tkt"
"Rpl106",4.46955199893011e-24,0.805512394181912,0.994,0.917,1.12315372181115e-19,"12","Rpl10"
"Cd300ld1",5.06075916426693e-24,3.06127867423881,0.373,0.042,1.27171817038864e-19,"12","Cd300ld"
"Tent5a3",6.36293881391386e-24,1.75132835061188,0.442,0.128,1.59894289454841e-19,"12","Tent5a"
"Ikzf12",6.8681339114116e-24,2.24939321381995,0.43,0.09,1.72589337059862e-19,"12","Ikzf1"
"Rps106",9.10044452013291e-24,0.644550379041635,1,0.986,2.2868507034642e-19,"12","Rps10"
"Man2b13",9.47582681145026e-24,1.60885695447003,0.571,0.184,2.38118051944934e-19,"12","Man2b1"
"Asap14",9.52983864400618e-24,2.07406929950826,0.581,0.188,2.39475315285231e-19,"12","Asap1"
"Cyp4f181",1.168737521427e-23,2.44789176967465,0.399,0.055,2.93692051759391e-19,"12","Cyp4f18"
"Degs11",1.39371680505702e-23,1.55638599176916,0.57,0.274,3.50227095942779e-19,"12","Degs1"
"Tifab1",1.40846308208152e-23,3.64327406430142,0.385,0.034,3.53932687896266e-19,"12","Tifab"
"Grn4",2.00106459569757e-23,1.26339890536809,0.634,0.23,5.02847522252843e-19,"12","Grn"
"Sp1005",2.48721163189573e-23,1.62723181415878,0.58,0.172,6.25011410979079e-19,"12","Sp100"
"Slk2",2.58661715716701e-23,1.56657872700951,0.624,0.301,6.49991025424498e-19,"12","Slk"
"Btg25",2.70175236551636e-23,0.630475137324308,0.97,0.61,6.78923351930607e-19,"12","Btg2"
"Sirpb1c",2.77229279353515e-23,4.19037792152789,0.322,0.016,6.96649456087447e-19,"12","Sirpb1c"
"Rgs24",2.91197241421476e-23,1.45194948532508,0.685,0.228,7.31749547968027e-19,"12","Rgs2"
"Klf132",3.99950892408705e-23,1.39017497670757,0.762,0.466,1.00503659753383e-18,"12","Klf13"
"Taldo12",4.18811439207335e-23,1.03215850588313,0.903,0.67,1.05243126558411e-18,"12","Taldo1"
"Ramp13",4.23561207407695e-23,1.90192250144671,0.462,0.106,1.0643669580948e-18,"12","Ramp1"
"Mcub1",4.81288248385267e-23,3.4270036990325,0.39,0.042,1.20942923936734e-18,"12","Mcub"
"Rpl37a7",5.49562241862141e-23,0.710945321664803,1,0.987,1.38099495757537e-18,"12","Rpl37a"
"Dock103",8.02313647474503e-23,1.9629631772052,0.503,0.115,2.01613396473868e-18,"12","Dock10"
"Rps286",9.24119474426239e-23,0.875985881789359,1,0.924,2.3222198272857e-18,"12","Rps28"
"Ctsa2",1.06476582635016e-22,1.3847051321293,0.602,0.286,2.67565004503531e-18,"12","Ctsa"
"Plin21",1.7246472068206e-22,2.40746856649897,0.451,0.103,4.33386596601947e-18,"12","Plin2"
"Atp1a3",1.89979546495641e-22,4.39496560180773,0.383,0.018,4.77399602388897e-18,"12","Atp1a3"
"Taok32",2.33938275343274e-22,1.80089558810949,0.477,0.155,5.87863492110114e-18,"12","Taok3"
"Rps135",2.75459449496774e-22,0.593138742082878,1,0.989,6.92202050640443e-18,"12","Rps13"
"Ldlr2",2.77888162194844e-22,2.72961212863688,0.431,0.095,6.98305162779424e-18,"12","Ldlr"
"Rras4",2.80168370613137e-22,2.22271034992136,0.45,0.113,7.04035098513752e-18,"12","Rras"
"Thbd1",3.28806689192622e-22,2.94977330678332,0.268,0.032,8.26258329272139e-18,"12","Thbd"
"Rpl266",3.32092250200076e-22,0.634980181153555,1,0.988,8.34514615527771e-18,"12","Rpl26"
"Plcg21",4.43362415247147e-22,2.55894966518862,0.428,0.075,1.11412541327456e-17,"12","Plcg2"
"Litaf3",4.78704450906756e-22,1.56572643775583,0.486,0.163,1.20293641468359e-17,"12","Litaf"
"F10",4.9474363323247e-22,5.28637554710835,0.291,0.009,1.24324127594987e-17,"12","F10"
"Vsir4",5.11060995428582e-22,2.31949920791797,0.543,0.101,1.28424517541248e-17,"12","Vsir"
"Lrrfip14",5.42739588109768e-22,1.49031867552384,0.586,0.245,1.36385031096104e-17,"12","Lrrfip1"
"Slc16a31",5.59958177148785e-22,2.69342239210212,0.361,0.039,1.40711890335718e-17,"12","Slc16a3"
"Rpl27a7",5.64874548544909e-22,0.704402030983887,1,0.982,1.4194732530385e-17,"12","Rpl27a"
"Treml4",5.76330643571382e-22,6.22872657502219,0.29,0.006,1.44826127423053e-17,"12","Treml4"
"Cd143",6.35659090327292e-22,1.55918313409947,0.573,0.159,1.59734772808345e-17,"12","Cd14"
"Tor1aip14",6.79069779548937e-22,1.44497980653097,0.628,0.295,1.70643444902852e-17,"12","Tor1aip1"
"Msr1",7.84595012851096e-22,3.56102741889406,0.28,0.024,1.97160880779352e-17,"12","Msr1"
"Ciao2a1",9.66789842122903e-22,1.7427406172958,0.512,0.22,2.42944619427064e-17,"12","Ciao2a"
"Tlr23",9.70880524814351e-22,2.4485161331645,0.419,0.067,2.43972567080598e-17,"12","Tlr2"
"Ptpro",1.12914193211518e-21,3.82770066002178,0.307,0.023,2.83742076121222e-17,"12","Ptpro"
"Tagln24",1.4647584665965e-21,1.25188556428073,0.597,0.303,3.68079155071034e-17,"12","Tagln2"
"Cd474",1.61692306551158e-21,0.894126118784695,0.89,0.704,4.06316597132405e-17,"12","Cd47"
"Was4",1.63377208000782e-21,2.19712711873489,0.399,0.082,4.10550585985164e-17,"12","Was"
"Rpl326",2.19893495827068e-21,0.699755314193416,1,0.975,5.5257036566384e-17,"12","Rpl32"
"Stk241",2.35539692414577e-21,1.83325243174335,0.488,0.19,5.9188769306859e-17,"12","Stk24"
"Rpl135",2.91608745237815e-21,0.586217774729546,1,0.991,7.32783615908105e-17,"12","Rpl13"
"Rpl237",3.04363410204762e-21,0.637547998195723,1,0.993,7.64834813503546e-17,"12","Rpl23"
"Cers61",3.15213737765947e-21,2.78456821337855,0.361,0.06,7.92100601632048e-17,"12","Cers6"
"Tmed55",4.04677706498198e-21,1.60633365409923,0.597,0.255,1.01691460865932e-16,"12","Tmed5"
"Atp1b37",4.32239739949909e-21,1.1824788405636,0.577,0.269,1.08617524252013e-16,"12","Atp1b3"
"Rps246",4.41047773238812e-21,0.642024768395699,1,0.991,1.10830894937181e-16,"12","Rps24"
