"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ncapg2",1.33701232311557e-38,2.24963880670721,0.771,0.158,3.35977826675711e-34,"0","Ncapg2"
"Psip1",1.54802358434452e-38,1.38714357288041,0.954,0.451,3.89002846509934e-34,"0","Psip1"
"Tmem178b",1.59225821304769e-38,2.95247914873613,0.582,0.078,4.00118566356755e-34,"0","Tmem178b"
"Kcnb1",2.74839533005313e-38,2.66288487411429,0.621,0.102,6.90644262489051e-34,"0","Kcnb1"
"Kcnma1",2.91809073259498e-38,2.25738654516684,0.695,0.151,7.33287020193793e-34,"0","Kcnma1"
"Kcnmb2",2.98602990923866e-38,3.02436768693759,0.625,0.084,7.50359455892583e-34,"0","Kcnmb2"
"Exoc6b",3.75690871668682e-38,2.42159483202667,0.727,0.169,9.44073591416232e-34,"0","Exoc6b"
"Iqcg",3.91683359767465e-38,2.78724497968398,0.597,0.086,9.84261114759663e-34,"0","Iqcg"
"Gapdh",4.14203610723525e-38,0.714278572504616,0.991,0.876,1.04085225338715e-33,"0","Gapdh"
"Ebf1",4.44344540457021e-38,1.14925736608563,0.98,0.415,1.11659339571445e-33,"0","Ebf1"
"Atp5o",4.92078645263175e-38,1.16874796852535,0.957,0.707,1.23654442768183e-33,"0","Atp5o"
"Cep126",6.87239157455105e-38,2.50758035175168,0.7,0.124,1.72696327876893e-33,"0","Cep126"
"Med21",9.76248663725407e-38,1.97920630268838,0.77,0.247,2.45321526707557e-33,"0","Med21"
"1500011B03Rik",1.37063562353084e-37,2.08784030780897,0.711,0.192,3.44427025837066e-33,"0","1500011B03Rik"
"Spock2",1.4491295321184e-37,2.03672654632743,0.579,0.1,3.64151760126032e-33,"0","Spock2"
"Nwd1",1.58411982350526e-37,2.85800616864556,0.546,0.082,3.98073470448638e-33,"0","Nwd1"
"Mslnl",1.58415649935877e-37,3.00079380447306,0.582,0.077,3.98082686723866e-33,"0","Mslnl"
"Ccdc30",2.49393317579134e-37,2.76065669800632,0.611,0.091,6.26700467744606e-33,"0","Ccdc30"
"Ank3",4.66264074390169e-37,1.8022222016928,0.807,0.24,1.17167499253506e-32,"0","Ank3"
"Rnf182",4.6956235154753e-37,2.32422375806585,0.689,0.116,1.17996323320379e-32,"0","Rnf182"
"Kcna2",5.33250774214238e-37,2.62838297253167,0.65,0.104,1.34000587052296e-32,"0","Kcna2"
"Pfn2",5.48163743723738e-37,2.34202770696495,0.633,0.138,1.37748067160338e-32,"0","Pfn2"
"Ptprs",6.63663106155536e-37,2.11105944060795,0.756,0.2,1.66771901945825e-32,"0","Ptprs"
"Cep290",1.21847677364406e-36,2.16522763177387,0.778,0.204,3.06191028449016e-32,"0","Cep290"
"Ywhae",1.39159173114663e-36,0.96279698027671,0.975,0.802,3.49693086119836e-32,"0","Ywhae"
"Ppp1r14b",1.39417378208131e-36,1.42023326037097,0.927,0.506,3.50341929699212e-32,"0","Ppp1r14b"
"Ift81",1.53210766716527e-36,2.37461012658736,0.692,0.149,3.85003335681962e-32,"0","Ift81"
"Rab3b",1.59879176900224e-36,3.08464880643572,0.571,0.075,4.01760383632573e-32,"0","Rab3b"
"Kif5a",1.91622118003716e-36,2.61727680502434,0.597,0.096,4.81527220331537e-32,"0","Kif5a"
"Glb1l2",2.00002607328546e-36,2.84512615379243,0.587,0.084,5.02586551955903e-32,"0","Glb1l2"
"H2afy",2.08340906067211e-36,1.18227306176355,0.947,0.608,5.23539862856295e-32,"0","H2afy"
"Limch1",3.96056583780386e-36,2.07813184870247,0.65,0.143,9.95250589381731e-32,"0","Limch1"
"B230369F24Rik",4.17925689026973e-36,2.86248552869157,0.574,0.085,1.05020546395588e-31,"0","B230369F24Rik"
"Cfap206",5.78427812642573e-36,2.85400450431112,0.536,0.074,1.45353125038952e-31,"0","Cfap206"
"Lman2l",7.89196975527256e-36,1.99926300445351,0.645,0.165,1.98317307980244e-31,"0","Lman2l"
"Tusc3",8.74791961787244e-36,1.88669734894072,0.617,0.177,2.19826472077516e-31,"0","Tusc3"
"Scrn1",1.00274957341847e-35,2.83300244934313,0.586,0.088,2.51980940304328e-31,"0","Scrn1"
"A830018L16Rik",1.25750462181276e-35,2.88823991161413,0.563,0.079,3.15998336415329e-31,"0","A830018L16Rik"
"Dnajb13",1.83010934512419e-35,3.12322866611312,0.499,0.061,4.59888177336258e-31,"0","Dnajb13"
"Syp",2.12096179702884e-35,2.8827882242757,0.622,0.088,5.32976489975378e-31,"0","Syp"
"Bex2",3.17884757883051e-35,2.59748711514787,0.661,0.112,7.98812608084319e-31,"0","Bex2"
"Usp21",4.24534403334644e-35,2.74483890396936,0.533,0.089,1.06681250213963e-30,"0","Usp21"
"Hjurp",4.45628227003732e-35,1.83166864640179,0.703,0.221,1.11981917163768e-30,"0","Hjurp"
"Tmem63b",4.81293144912706e-35,2.14374234341863,0.726,0.192,1.20944154385114e-30,"0","Tmem63b"
"Scn3b",4.86440781635912e-35,2.86689895819781,0.526,0.079,1.22237704017288e-30,"0","Scn3b"
"Rnf220",5.49543265283817e-35,1.85177270464216,0.623,0.185,1.3809472713317e-30,"0","Rnf220"
"Dnm1",6.0298635607118e-35,2.76232137435932,0.556,0.085,1.51524441417127e-30,"0","Dnm1"
"Ebf4",6.36331764764871e-35,2.77460876667585,0.45,0.066,1.59903809167764e-30,"0","Ebf4"
"Oip5os1",7.88532860539118e-35,1.34924532599937,0.816,0.369,1.98150422524875e-30,"0","Oip5os1"
"Gsk3b",7.96565862245486e-35,1.27391464202201,0.914,0.518,2.00169035523668e-30,"0","Gsk3b"
"Rsph1",7.97837502894061e-35,2.53141713038452,0.668,0.102,2.00488586102249e-30,"0","Rsph1"
"Kat6a",8.46280534438024e-35,1.5799913356029,0.792,0.306,2.12661835498931e-30,"0","Kat6a"
"Ttc9",8.59926131619054e-35,2.74177957697526,0.568,0.092,2.16090837614552e-30,"0","Ttc9"
"Ptprr",9.09049221514885e-35,2.78688369117395,0.461,0.064,2.28434978874476e-30,"0","Ptprr"
"Btbd8",9.37388246224011e-35,2.67378962814136,0.61,0.104,2.35556292393632e-30,"0","Btbd8"
"Elmod1",9.51908399973872e-35,3.01374445510271,0.548,0.071,2.39205061829434e-30,"0","Elmod1"
"Lrrc10b",1.02804213371839e-34,2.91858216950267,0.541,0.074,2.58336707782095e-30,"0","Lrrc10b"
"Cox5b",1.2895682225473e-34,1.00850460263487,0.979,0.835,3.2405559864391e-30,"0","Cox5b"
"Dtx1",1.30769318825758e-34,2.74290917593683,0.507,0.075,3.28610221277247e-30,"0","Dtx1"
"Cisd1",1.3616394819357e-34,1.44929695125194,0.82,0.322,3.42166385415622e-30,"0","Cisd1"
"Adgrl3",1.37579022421959e-34,2.03376465388594,0.594,0.136,3.4572232544414e-30,"0","Adgrl3"
"B830017H08Rik",1.3995704429439e-34,3.36513570541746,0.53,0.061,3.51698056607373e-30,"0","B830017H08Rik"
"Ccdc157",1.53067574010982e-34,2.72315372458539,0.611,0.097,3.84643506732196e-30,"0","Ccdc157"
"Magi2",1.68973251039243e-34,2.64187499645022,0.567,0.101,4.24612882536513e-30,"0","Magi2"
"Nyap2",1.87711464171675e-34,3.02327098303796,0.464,0.06,4.71700138317003e-30,"0","Nyap2"
"Gm13589",1.90733907467814e-34,3.10893986324975,0.517,0.064,4.7929523607587e-30,"0","Gm13589"
"Eid1",1.91667218540755e-34,1.27273798096675,0.931,0.548,4.81640553471064e-30,"0","Eid1"
"Glcci1",2.6178961985961e-34,2.1972117145989,0.688,0.166,6.57851135745213e-30,"0","Glcci1"
"Srcin1",2.66194323189697e-34,2.54366182489461,0.641,0.111,6.68919714743391e-30,"0","Srcin1"
"Nudc",2.67984855422458e-34,1.53776124024421,0.895,0.409,6.73419143191094e-30,"0","Nudc"
"Cend1",3.40043678542085e-34,3.12207438289596,0.642,0.082,8.54495759808405e-30,"0","Cend1"
"Rfx3",4.32716360716131e-34,2.46022940913014,0.613,0.116,1.08737294284357e-29,"0","Rfx3"
"Hspa4l",5.85127464337204e-34,1.93226803739255,0.753,0.214,1.47036680513296e-29,"0","Hspa4l"
"A430035B10Rik",6.18482643780482e-34,2.87602177367935,0.59,0.088,1.55418503555597e-29,"0","A430035B10Rik"
"Cbx4",7.18369996709097e-34,2.37027576011861,0.776,0.205,1.80519196473029e-29,"0","Cbx4"
"Cfap298",7.24676311835407e-34,2.22692946662242,0.728,0.176,1.82103910401119e-29,"0","Cfap298"
"Tmx3",8.24256169423939e-34,1.38514139362454,0.643,0.253,2.07127332814542e-29,"0","Tmx3"
"Sae1",8.66937272188816e-34,1.78563460857603,0.678,0.213,2.17852667128328e-29,"0","Sae1"
"Bcl11a",9.0067738295275e-34,1.59461240483308,0.669,0.215,2.26331219562196e-29,"0","Bcl11a"
"5330413P13Rik",1.23388926220411e-33,3.0006359676728,0.519,0.07,3.10064032699271e-29,"0","5330413P13Rik"
"Appl1",1.31098761019653e-33,1.61092391757866,0.745,0.267,3.29438076566287e-29,"0","Appl1"
"Odf2l",1.59458363684463e-33,2.32816528287379,0.599,0.131,4.00702922102688e-29,"0","Odf2l"
"Slc4a4",1.63416385304413e-33,2.5099718495128,0.684,0.128,4.10649034631459e-29,"0","Slc4a4"
"Slc12a2",2.57735066653188e-33,1.06345374334114,0.82,0.321,6.47662448992796e-29,"0","Slc12a2"
"Trarg1",2.72300053265126e-33,3.17432849876784,0.555,0.066,6.84262803849935e-29,"0","Trarg1"
"Cebpg",3.29472478530633e-33,1.51042939157034,0.842,0.298,8.27931391299628e-29,"0","Cebpg"
"Htatip2",5.71001707501719e-33,2.27850407715605,0.592,0.141,1.43487019078107e-28,"0","Htatip2"
"Zc2hc1a",5.82157650969749e-33,2.07542802454661,0.622,0.158,1.46290396112188e-28,"0","Zc2hc1a"
"Add2",5.93416744835393e-33,2.65734427364497,0.55,0.087,1.49119693809686e-28,"0","Add2"
"Fam171b",6.38465847401019e-33,2.48154226206591,0.538,0.093,1.60440082793402e-28,"0","Fam171b"
"Trim66",7.52564723544575e-33,2.36879347473672,0.586,0.098,1.89111989379516e-28,"0","Trim66"
"Fam81a",7.92096388144451e-33,2.71641912149362,0.425,0.066,1.99045901376819e-28,"0","Fam81a"
"Lingo1",7.92461620192765e-33,2.95277207084074,0.567,0.076,1.9913768053824e-28,"0","Lingo1"
"Ndufc2",9.66618188846082e-33,0.956421290733026,0.913,0.62,2.42901484675132e-28,"0","Ndufc2"
"Kif3a",1.12657569404488e-32,2.18611409909846,0.697,0.163,2.83097206156539e-28,"0","Kif3a"
"Calm3",1.1452703738507e-32,1.29177537964145,0.929,0.52,2.87794992244942e-28,"0","Calm3"
"Nsg2",1.1920593089273e-32,2.82812934236335,0.505,0.072,2.99552583740341e-28,"0","Nsg2"
"Uckl1os",1.40991007427659e-32,3.13865532863937,0.521,0.063,3.54296302564964e-28,"0","Uckl1os"
"Ubb",1.50601908297791e-32,0.846501356857184,1,0.99,3.78447535361519e-28,"0","Ubb"
"Cdkl2",1.83190985642218e-32,2.51408233900722,0.571,0.106,4.60340627820329e-28,"0","Cdkl2"
"Ptdss2",2.16662613745116e-32,2.47577946209442,0.572,0.113,5.44451482080103e-28,"0","Ptdss2"
"Tex52",2.22607666267622e-32,3.20630390516457,0.517,0.061,5.59390804563908e-28,"0","Tex52"
"Arl6",2.72870595220642e-32,2.62445370691176,0.596,0.108,6.85696518729951e-28,"0","Arl6"
"Sdc3",3.07973518682408e-32,1.72462223319558,0.628,0.181,7.73906655097022e-28,"0","Sdc3"
"Nqo1",3.11294006592072e-32,3.94672183228159,0.446,0.09,7.82250709165218e-28,"0","Nqo1"
"Rtn3",3.29813080862391e-32,1.1746981908994,0.848,0.434,8.28787290899102e-28,"0","Rtn3"
"Npdc1",3.60724039956939e-32,1.8286503054909,0.635,0.198,9.06463440007792e-28,"0","Npdc1"
"Arhgef28",3.88702947334022e-32,2.46554977736221,0.608,0.117,9.76771636355664e-28,"0","Arhgef28"
"Hsp90aa1",4.03153209868554e-32,0.932157340384243,0.994,0.862,1.01308370107869e-27,"0","Hsp90aa1"
"Slc25a33",4.36680927273185e-32,2.50131427681973,0.555,0.111,1.09733550214479e-27,"0","Slc25a33"
"Kcnk10",4.50618968968663e-32,2.89205324884819,0.47,0.066,1.13236040712135e-27,"0","Kcnk10"
"Fhad1",5.28105306761419e-32,2.62978625286331,0.5,0.077,1.32707582536077e-27,"0","Fhad1"
"Scg3",5.72273136993013e-32,2.59402290987584,0.593,0.087,1.43806516594974e-27,"0","Scg3"
"Unc13c",5.94499013097279e-32,2.73415391910739,0.461,0.07,1.49391657001215e-27,"0","Unc13c"
"Cyb561",7.38362144463453e-32,2.15590104346297,0.528,0.125,1.85543023282221e-27,"0","Cyb561"
"Ccdc40",9.41928394059455e-32,2.8861070063889,0.484,0.067,2.36697186143201e-27,"0","Ccdc40"
"Nme7",9.81820524999062e-32,1.84575326502608,0.67,0.195,2.46721679727014e-27,"0","Nme7"
"Jhy",9.89567353076885e-32,3.10858074913973,0.487,0.06,2.4866838015469e-27,"0","Jhy"
"Arhgdig",1.16647594481952e-31,1.36817330340969,0.702,0.137,2.93123740173697e-27,"0","Arhgdig"
"Dynlrb2",1.60275155162973e-31,2.34520987353768,0.62,0.09,4.02755437409035e-27,"0","Dynlrb2"
"Timm17a",2.61193995669912e-31,1.52005676104279,0.714,0.28,6.56354391718923e-27,"0","Timm17a"
"Psmc5",2.76852207244633e-31,1.42463312921195,0.819,0.375,6.95701911585038e-27,"0","Psmc5"
"Sec14l5",3.14007779233617e-31,2.94652743497688,0.431,0.055,7.89070148436155e-27,"0","Sec14l5"
"Pnmal1",4.00599717088114e-31,2.9139223299497,0.439,0.06,1.00666702907072e-26,"0","Pnmal1"
"Grsf1",4.83043541263803e-31,2.02408441999514,0.668,0.192,1.21384011484181e-26,"0","Grsf1"
"Slc4a8",5.45868532843513e-31,2.62890901215269,0.546,0.091,1.37171303618246e-26,"0","Slc4a8"
"Dner",6.25039557053402e-31,2.7022800505408,0.576,0.089,1.57066190291949e-26,"0","Dner"
"Hnrnpm",6.48500720316231e-31,1.10423345164458,0.888,0.562,1.62961746008266e-26,"0","Hnrnpm"
"Kif1bp",8.40575947550692e-31,2.39651260820802,0.678,0.148,2.11228329860013e-26,"0","Kif1bp"
"Otud3",1.00088658922983e-30,2.42671540487094,0.497,0.098,2.51512791007565e-26,"0","Otud3"
"Tmprss6",1.15497030509919e-30,2.58192596406703,0.465,0.073,2.90232487968375e-26,"0","Tmprss6"
"Golga4",1.1637375407383e-30,1.20298562121415,0.742,0.358,2.92435606612127e-26,"0","Golga4"
"Mmp16",1.4941012372441e-30,2.63114455195935,0.416,0.067,3.7545269990707e-26,"0","Mmp16"
"Srgap1",1.52304190336147e-30,2.27186816930246,0.635,0.129,3.82725199895703e-26,"0","Srgap1"
"Pcp4l1",1.62563313021224e-30,2.50095323915619,0.709,0.277,4.08505349291034e-26,"0","Pcp4l1"
"1110032A03Rik",1.69588585210917e-30,1.99948922809291,0.632,0.171,4.26159155776512e-26,"0","1110032A03Rik"
"Dmtn",1.94582306952156e-30,2.78012577355086,0.457,0.068,4.88965879140074e-26,"0","Dmtn"
"Dnaja1",2.38072211274817e-30,0.840389968977462,0.987,0.838,5.98251659712488e-26,"0","Dnaja1"
"Pacrg",2.45289197680505e-30,3.06351142518953,0.462,0.06,6.16387224851342e-26,"0","Pacrg"
"Stx2",2.46136692109976e-30,2.27249450633502,0.612,0.133,6.18516893603159e-26,"0","Stx2"
"Mt1",2.52189675070338e-30,0.712178982532711,0.984,0.714,6.33727434484252e-26,"0","Mt1"
"Ndfip1",2.77876465637021e-30,1.21732301699355,0.946,0.657,6.98275770499269e-26,"0","Ndfip1"
"Mcf2l",2.85561592303033e-30,2.16122638829095,0.635,0.134,7.17587725298291e-26,"0","Mcf2l"
"Rpgrip1l",3.09341317973019e-30,2.35192862990845,0.563,0.115,7.773437979344e-26,"0","Rpgrip1l"
"Cpe",3.83228591879189e-30,1.26016923065776,0.75,0.211,9.63015128533215e-26,"0","Cpe"
"Dlg2",5.15425003392811e-30,3.18462348864671,0.485,0.072,1.29521149102579e-25,"0","Dlg2"
"Kras",6.82798889376538e-30,1.4497743034359,0.844,0.357,1.7158053291143e-25,"0","Kras"
"Rnasek",7.47720200416069e-30,0.935674157534233,0.939,0.69,1.87894609162554e-25,"0","Rnasek"
"2810013P06Rik",8.22710220646178e-30,1.48673903039854,0.62,0.21,2.06738851346178e-25,"0","2810013P06Rik"
"Brinp2",8.68343409860228e-30,2.74930670024428,0.481,0.072,2.18206015463777e-25,"0","Brinp2"
"Tmem107",9.09065996886688e-30,2.43650251952365,0.622,0.119,2.28439194357656e-25,"0","Tmem107"
"Nav1",9.37872632884721e-30,1.6587067656015,0.634,0.193,2.35678013917601e-25,"0","Nav1"
"Casc4",9.61792679786707e-30,1.75362603194087,0.67,0.201,2.41688882503601e-25,"0","Casc4"
"Dusp8",1.15710733818678e-29,2.59923694696416,0.607,0.111,2.90769503012956e-25,"0","Dusp8"
"1700001L19Rik",1.36263961918857e-29,3.117271920827,0.415,0.051,3.42417709905895e-25,"0","1700001L19Rik"
"Purb",1.55339396875881e-29,1.11926642950121,0.906,0.573,3.90352370409402e-25,"0","Purb"
"Mpp2",1.61451916654875e-29,2.62371765975599,0.425,0.072,4.05712521362036e-25,"0","Mpp2"
"Atox1",1.68482331379756e-29,0.970711686108946,0.987,0.85,4.23379250524188e-25,"0","Atox1"
"Cldn9",1.91499511923677e-29,2.50968217951635,0.571,0.106,4.81219123513008e-25,"0","Cldn9"
"Epb41l3",2.2014073860395e-29,2.2215654146385,0.498,0.111,5.53191662037867e-25,"0","Epb41l3"
"Dcx",2.93293674766646e-29,2.18212266657293,0.529,0.09,7.37017675321105e-25,"0","Dcx"
"Galnt14",3.58227931148957e-29,2.71521485797303,0.47,0.072,9.00190968184214e-25,"0","Galnt14"
"Pcmt1",4.56766929573245e-29,1.44186178555062,0.724,0.293,1.14780961732461e-24,"0","Pcmt1"
"Tnrc6c",4.64060543877825e-29,1.31640932619165,0.87,0.429,1.16613774071059e-24,"0","Tnrc6c"
"Drc1",5.1345985256081e-29,2.90963845489176,0.524,0.07,1.29027326350006e-24,"0","Drc1"
"Tmod2",5.2344843068812e-29,2.47113129875902,0.538,0.091,1.31537356147618e-24,"0","Tmod2"
"Klc2",6.37218140549429e-29,2.58262658134913,0.463,0.082,1.60126546538666e-24,"0","Klc2"
"Khdrbs3",7.40694468417594e-29,2.21577049451469,0.614,0.152,1.86129112968657e-24,"0","Khdrbs3"
"Ccdc34",8.19753257176169e-29,1.73150096616827,0.754,0.241,2.059957959958e-24,"0","Ccdc34"
"Ypel3",1.01372233911008e-28,1.41096998920575,0.904,0.431,2.54738286594972e-24,"0","Ypel3"
"Ngrn",1.02681192320326e-28,2.0669341299797,0.586,0.15,2.58027568181748e-24,"0","Ngrn"
"App",1.0877557923025e-28,0.862738693189185,0.956,0.724,2.73342153047696e-24,"0","App"
"Sept3",1.45760678355257e-28,2.13495410994437,0.576,0.117,3.66282008638925e-24,"0","Sept3"
"Lpcat4",1.64086939802351e-28,2.68940835744852,0.503,0.081,4.12334071029327e-24,"0","Lpcat4"
"Robo2",1.8002501970644e-28,2.56647999614797,0.509,0.087,4.52384872020314e-24,"0","Robo2"
"Kif1b",1.83122212726026e-28,1.34400599921614,0.796,0.348,4.60167808359231e-24,"0","Kif1b"
"Ccdc170",2.06540558698327e-28,2.92861167962987,0.452,0.06,5.19015769953026e-24,"0","Ccdc170"
"Sult4a1",2.15951480873474e-28,2.7202338060822,0.485,0.074,5.42664476286954e-24,"0","Sult4a1"
"2210016L21Rik",2.32088865766392e-28,1.82233068702532,0.683,0.218,5.83216110784366e-24,"0","2210016L21Rik"
"Lrba",2.69032757035403e-28,1.95081661527563,0.614,0.171,6.76052415154263e-24,"0","Lrba"
"Eif4g2",3.20740686561408e-28,0.737944090008169,0.973,0.854,8.05989271260161e-24,"0","Eif4g2"
"Hcn2",3.2442943352032e-28,2.93476364029881,0.457,0.06,8.15258723493212e-24,"0","Hcn2"
"Rbm15b",3.73553198314182e-28,2.13404774018444,0.645,0.149,9.38701832043708e-24,"0","Rbm15b"
"Ddit3",4.16901922343385e-28,1.85022221505218,0.549,0.186,1.04763284065669e-23,"0","Ddit3"
"Lrp11",5.12685180060751e-28,2.83231038706468,0.429,0.062,1.28832658897466e-23,"0","Lrp11"
"Kcnab2",5.17055490257359e-28,2.54712146017236,0.455,0.079,1.29930874146772e-23,"0","Kcnab2"
"Micu3",6.80822627830807e-28,2.18060181349826,0.526,0.124,1.71083918147604e-23,"0","Micu3"
"Tenm2",6.85680883695845e-28,2.212555166872,0.487,0.105,1.72304749263929e-23,"0","Tenm2"
"Lingo2",8.81312510235273e-28,2.79136429541299,0.461,0.068,2.21465020697022e-23,"0","Lingo2"
"Cacna2d1",9.65550296890607e-28,2.28021127315095,0.602,0.119,2.42633134105641e-23,"0","Cacna2d1"
"Auts2",1.03413839546593e-27,1.39286214757835,0.814,0.314,2.59868637396633e-23,"0","Auts2"
"Ssbp2",1.42406315285685e-27,1.46753508546541,0.698,0.232,3.57852829681397e-23,"0","Ssbp2"
"Galnt17",1.48072762144995e-27,2.54907703841139,0.38,0.064,3.72092043994159e-23,"0","Galnt17"
"Ndufb4",1.60354762066731e-27,1.12767235361776,0.911,0.599,4.02955481597488e-23,"0","Ndufb4"
"Sun1",1.83648647963882e-27,1.82497193395646,0.534,0.153,4.6149068746844e-23,"0","Sun1"
"Tpd52l2",1.93780061669386e-27,1.62784594427938,0.722,0.261,4.86949916969e-23,"0","Tpd52l2"
"Cox5a",2.56569028402124e-27,0.951514758414632,0.969,0.799,6.44732311471697e-23,"0","Cox5a"
"Brdt",2.79580397354817e-27,2.80349441048908,0.492,0.071,7.02557580512921e-23,"0","Brdt"
"Gm10432",2.8703222366049e-27,3.20919858910735,0.329,0.037,7.21283274836445e-23,"0","Gm10432"
"Ccp110",3.07082861630759e-27,2.11813520678654,0.604,0.127,7.71668522991933e-23,"0","Ccp110"
"Cadps",3.51719167734236e-27,2.43537374381808,0.522,0.093,8.83835096599362e-23,"0","Cadps"
"Cd81",4.64386315826159e-27,0.757169768708641,0.962,0.645,1.16695637303955e-22,"0","Cd81"
"Rasal2",5.1639396121629e-27,1.77471815608721,0.606,0.167,1.29764638514042e-22,"0","Rasal2"
"Ubxn2a",5.18721299519296e-27,1.66071203359895,0.749,0.276,1.30349475356204e-22,"0","Ubxn2a"
"Mrpl51",5.27953525209689e-27,1.24976364863099,0.75,0.357,1.32669441349943e-22,"0","Mrpl51"
"Saxo2",5.3553959093476e-27,2.73095738718321,0.48,0.071,1.34575743805996e-22,"0","Saxo2"
"Dbndd2",5.37196827635302e-27,1.78104309361562,0.642,0.198,1.34992190816475e-22,"0","Dbndd2"
"Ttc8",6.01988054342043e-27,2.63275194499434,0.471,0.08,1.51273578175612e-22,"0","Ttc8"
"Togaram2",6.7556955238204e-27,3.03982463619217,0.432,0.054,1.69763872818083e-22,"0","Togaram2"
"Epb41l1",6.98541176727087e-27,2.39316755590632,0.494,0.099,1.7553641229975e-22,"0","Epb41l1"
"Ccdc33",8.45750300076046e-27,3.1114147587952,0.519,0.063,2.1252859290611e-22,"0","Ccdc33"
"Zbtb7b",8.56266323318588e-27,1.99897058886482,0.518,0.133,2.15171164386728e-22,"0","Zbtb7b"
"Ankrd54",9.19627442157379e-27,2.3454214220428,0.447,0.092,2.31093179939728e-22,"0","Ankrd54"
"Vsnl1",1.064651850438e-26,2.85331064118502,0.47,0.067,2.67536363496565e-22,"0","Vsnl1"
"Rab11fip4",1.54930444072924e-26,2.27155726498796,0.493,0.104,3.89324712910851e-22,"0","Rab11fip4"
"Mapkap1",1.56222883056891e-26,1.43851752872979,0.697,0.276,3.9257248283366e-22,"0","Mapkap1"
"Kazn",1.66784930542562e-26,2.4933346587154,0.486,0.09,4.19113851960403e-22,"0","Kazn"
"Soga3",1.78575274428842e-26,2.32795475510713,0.567,0.101,4.48741807112237e-22,"0","Soga3"
"Rab36",1.89400355967509e-26,2.6656244017237,0.469,0.076,4.75944154510752e-22,"0","Rab36"
"Palm",1.90770918415921e-26,2.10134537576551,0.573,0.134,4.79388240887367e-22,"0","Palm"
"Dync2h1",1.92762214051855e-26,2.26866717586181,0.611,0.131,4.84392167690906e-22,"0","Dync2h1"
"Klf7",1.9791562470901e-26,1.4699502935793,0.745,0.263,4.9734217333127e-22,"0","Klf7"
"Macf1",2.14061166234577e-26,0.785457643774503,0.893,0.616,5.3791430463087e-22,"0","Macf1"
"Wdr35",2.34291319109019e-26,2.40402809113532,0.517,0.103,5.88750655789054e-22,"0","Wdr35"
"Prune2",2.5399071669308e-26,2.39685661347862,0.464,0.085,6.3825327197804e-22,"0","Prune2"
"Gm10138",2.55385216211905e-26,2.35016675385847,0.48,0.093,6.41757509818897e-22,"0","Gm10138"
"D130043K22Rik",2.62020011719824e-26,2.86901081855758,0.381,0.053,6.58430087450745e-22,"0","D130043K22Rik"
"Cds1",3.00548363525998e-26,1.68827859696362,0.554,0.162,7.55247982704481e-22,"0","Cds1"
"Rab39b",3.16521996234794e-26,2.7149669915751,0.412,0.065,7.95388124338413e-22,"0","Rab39b"
"Cacna1d",3.27103071157429e-26,2.15330554882154,0.543,0.122,8.21977307511504e-22,"0","Cacna1d"
"Acbd5",3.38061927174964e-26,1.50351264126574,0.735,0.289,8.49515816797966e-22,"0","Acbd5"
"Psen2",3.58931119072644e-26,2.01494090755216,0.686,0.194,9.01958009117648e-22,"0","Psen2"
"Selenok",4.17885006908395e-26,0.734258512943108,0.95,0.772,1.0501032338601e-21,"0","Selenok"
"Eml5",4.22427141197346e-26,2.58156483857372,0.488,0.083,1.06151716311481e-21,"0","Eml5"
"Lztfl1",4.56487097504163e-26,1.82004204582544,0.735,0.232,1.14710642731821e-21,"0","Lztfl1"
"Rtn4rl1",4.75814293366522e-26,2.50884522716719,0.413,0.071,1.19567373780073e-21,"0","Rtn4rl1"
"Mb21d2",5.81083897330771e-26,2.74388334976097,0.39,0.061,1.46020572560249e-21,"0","Mb21d2"
"Arhgap5",6.16519938575295e-26,1.22587912117693,0.785,0.373,1.54925295364586e-21,"0","Arhgap5"
